Date,Gender,Annual Income,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region,Year,Month
2022-01-27,Male,1311000,Ford,Windstar,Auto,Pale white,19100,Sedan,Aurora,2022,1
2022-01-27,Female,1280000,Dodge,Durango,Auto,Pale white,10000,Suv,Janesville,2022,1
2022-01-27,Male,2000000,Lincoln,Continental,Manual,Black,42000,Passenger,Scottsdale,2022,1
2022-01-27,Female,13500,Mitsubishi,Diamante,Auto,Black,18000,Hatchback,Austin,2022,1
2022-01-27,Male,650000,Toyota,Celica,Auto,Pale white,25000,Suv,Janesville,2022,1
2022-01-28,Male,1290000,Volkswagen,Jetta,Auto,Black,22000,Passenger,Janesville,2022,1
2022-01-28,Male,13500,Volkswagen,Gti,Manual,Black,25000,Suv,Middletown,2022,1
2022-01-28,Female,911000,Buick,Park avenue,Manual,Pale white,23000,Hatchback,Scottsdale,2022,1
2022-01-28,Male,1150000,Volkswagen,Jetta,Auto,Pale white,33000,Passenger,Greenville,2022,1
2022-01-28,Male,655000,Oldsmobile,Silhouette,Manual,Pale white,25000,Sedan,Scottsdale,2022,1
2022-01-30,Male,470000,Honda,Accord,Manual,Black,43000,Sedan,Scottsdale,2022,1
2022-01-30,Male,1180000,Bmw,328i,Manual,Pale white,21001,Sedan,Austin,2022,1
2022-01-30,Male,1195000,Pontiac,Bonneville,Manual,Pale white,11501,Hatchback,Middletown,2022,1
2022-01-30,Female,1420000,Volkswagen,Passat,Auto,Pale white,32000,Hatchback,Aurora,2022,1
2022-01-30,Male,13500,Hyundai,Sonata,Manual,Black,20000,Suv,Greenville,2022,1
2022-01-30,Male,13500,Volkswagen,Passat,Auto,Black,9000,Hatchback,Pasco,2022,1
2022-01-30,Male,916000,Ford,Crown victoria,Auto,Pale white,29000,Passenger,Austin,2022,1
2022-01-30,Female,592000,Mercedes-b,C-class,Manual,Pale white,17000,Hatchback,Middletown,2022,1
2022-01-30,Male,750000,Honda,Passport,Manual,Pale white,27000,Hatchback,Aurora,2022,1
2022-01-30,Male,1900000,Honda,Odyssey,Manual,Pale white,54000,Passenger,Pasco,2022,1
2022-01-30,Female,1410000,Mercury,Cougar,Auto,Black,33000,Hatchback,Janesville,2022,1
2022-01-30,Male,1125000,Honda,Passport,Manual,Pale white,27500,Hardtop,Aurora,2022,1
2022-01-30,Female,580000,Toyota,Celica,Manual,Pale white,14000,Suv,Austin,2022,1
2022-01-30,Male,710000,Chevrolet,Camaro,Auto,Black,41000,Sedan,Middletown,2022,1
2022-01-30,Female,335000,Ford,Taurus,Manual,Pale white,22000,Suv,Aurora,2022,1
2022-01-31,Female,13500,Ford,Focus,Manual,Pale white,24000,Suv,Aurora,2022,1
2022-01-31,Male,1012500,Porsche,Boxter,Manual,Pale white,24250,Suv,Greenville,2022,1
2022-01-31,Female,970000,Oldsmobile,Intrigue,Manual,Pale white,37000,Suv,Pasco,2022,1
2022-01-31,Female,1495000,Lexus,Lx470,Manual,Pale white,54500,Suv,Janesville,2022,1
2022-01-31,Male,13500,Chrysler,Sebring coupe,Auto,Pale white,46000,Sedan,Scottsdale,2022,1
2022-01-31,Male,13500,Dodge,Stratus,Manual,Pale white,37000,Hatchback,Austin,2022,1
2022-01-31,Female,922000,Dodge,Viper,Manual,Black,26000,Suv,Greenville,2022,1
2022-01-31,Female,1130000,Nissan,Pathfinder,Auto,Pale white,21000,Hatchback,Pasco,2022,1
2022-01-31,Female,13500,Toyota,Corolla,Auto,Pale white,41000,Passenger,Janesville,2022,1
2022-01-31,Male,1090000,Nissan,Quest,Manual,Black,12000,Suv,Austin,2022,1
2022-01-31,Male,630100,Dodge,Stratus,Manual,Pale white,25100,Hatchback,Middletown,2022,1
2022-01-31,Male,1350000,Toyota,Camry,Manual,Black,34000,Hatchback,Aurora,2022,1
2022-01-31,Male,1330000,Oldsmobile,Aurora,Manual,Pale white,34000,Passenger,Greenville,2022,1
2022-01-31,Female,591000,Mitsubishi,Montero sport,Auto,Pale white,39000,Hardtop,Aurora,2022,1
2022-01-31,Male,13500,Mercury,Cougar,Auto,Black,33000,Hatchback,Janesville,2022,1
2022-02-03,Male,1030000,Lincoln,Navigator,Manual,Pale white,33000,Sedan,Janesville,2022,2
2022-02-03,Female,13500,Acura,Rl,Manual,Black,18000,Suv,Scottsdale,2022,2
2022-02-03,Female,927000,Honda,Accord,Auto,Pale white,21000,Sedan,Austin,2022,2
2022-02-03,Male,840000,Mitsubishi,Montero sport,Auto,Pale white,39000,Suv,Middletown,2022,2
2022-02-03,Male,730000,Mercedes-b,M-class,Manual,Pale white,25000,Suv,Aurora,2022,2
2022-02-03,Male,770000,Nissan,Pathfinder,Auto,Pale white,46000,Suv,Greenville,2022,2
2022-02-03,Female,1125000,Chevrolet,Metro,Manual,Pale white,13500,Passenger,Middletown,2022,2
2022-02-03,Female,995000,Dodge,Dakota,Auto,Pale white,21000,Sedan,Aurora,2022,2
2022-02-03,Male,13500,Hyundai,Sonata,Manual,Pale white,13000,Suv,Greenville,2022,2
2022-02-03,Female,13500,Ford,Taurus,Manual,Black,43000,Suv,Pasco,2022,2
2022-02-03,Male,1100000,Toyota,Rav4,Manual,Pale white,22000,Hatchback,Janesville,2022,2
2022-02-03,Male,13500,Porsche,Boxter,Auto,Black,26000,Suv,Scottsdale,2022,2
2022-02-03,Female,13500,Honda,Cr-v,Auto,Pale white,12000,Suv,Scottsdale,2022,2
2022-02-03,Male,910000,Toyota,Corolla,Manual,Pale white,22000,Passenger,Austin,2022,2
2022-02-03,Male,1859000,Nissan,Pathfinder,Auto,Pale white,21900,Hatchback,Janesville,2022,2
2022-02-03,Male,13500,Volkswagen,Beetle,Auto,Pale white,45000,Hatchback,Austin,2022,2
2022-02-03,Male,1200000,Plymouth,Prowler,Manual,Pale white,71000,Hatchback,Austin,2022,2
2022-02-03,Male,13500,Saturn,Lw,Manual,Pale white,13000,Hatchback,Middletown,2022,2
2022-02-03,Male,1660000,Mercury,Villager,Manual,Pale white,14000,Passenger,Greenville,2022,2
2022-02-03,Male,13500,Chevrolet,Metro,Manual,Pale white,13000,Passenger,Pasco,2022,2
2022-02-03,Female,13500,Saab,5-sep,Manual,Pale white,28000,Hatchback,Janesville,2022,2
2022-02-03,Male,905000,Mercedes-b,Slk230,Manual,Pale white,14000,Hatchback,Scottsdale,2022,2
2022-02-03,Male,13500,Nissan,Xterra,Manual,Pale white,31000,Passenger,Austin,2022,2
2022-02-03,Male,1152000,Ford,Crown victoria,Auto,Pale white,29200,Passenger,Middletown,2022,2
2022-02-03,Male,550000,Chevrolet,Lumina,Manual,Black,42000,Passenger,Scottsdale,2022,2
2022-02-03,Female,13500,Ford,Ranger,Manual,Black,18000,Hardtop,Janesville,2022,2
2022-02-03,Male,936000,Audi,A6,Manual,Pale white,13000,Suv,Middletown,2022,2
2022-02-03,Female,580000,Cadillac,Eldorado,Manual,Black,85000,Passenger,Aurora,2022,2
2022-02-03,Male,1900000,Pontiac,Sunfire,Manual,Pale white,43000,Sedan,Greenville,2022,2
2022-02-03,Male,1605000,Buick,Regal,Manual,Pale white,43500,Passenger,Pasco,2022,2
2022-02-06,Male,13500,Toyota,Tacoma,Manual,Black,36000,Suv,Pasco,2022,2
2022-02-06,Male,603000,Infiniti,I30,Manual,Pale white,16000,Suv,Janesville,2022,2
2022-02-06,Male,700000,Ford,Windstar,Auto,Pale white,31000,Sedan,Scottsdale,2022,2
2022-02-06,Male,600000,Dodge,Avenger,Auto,Black,16000,Passenger,Austin,2022,2
2022-02-06,Male,500000,Saturn,Ls,Manual,Pale white,14000,Sedan,Middletown,2022,2
2022-02-06,Female,420000,Dodge,Durango,Auto,Black,24000,Suv,Aurora,2022,2
2022-02-06,Female,500000,Dodge,Ram pickup,Auto,Pale white,39000,Suv,Greenville,2022,2
2022-02-06,Female,1035000,Acura,Tl,Manual,Pale white,14500,Hatchback,Pasco,2022,2
2022-02-06,Female,960000,Volvo,S70,Auto,Pale white,20000,Suv,Janesville,2022,2
2022-02-06,Male,2345000,Nissan,Pathfinder,Manual,Pale white,16500,Hardtop,Scottsdale,2022,2
2022-02-06,Male,512000,Volkswagen,Passat,Auto,Pale white,31000,Hatchback,Middletown,2022,2
2022-02-06,Male,820000,Bmw,528i,Manual,Black,21000,Suv,Aurora,2022,2
2022-02-06,Male,1050000,Mitsubishi,Diamante,Auto,Pale white,21000,Hatchback,Greenville,2022,2
2022-02-06,Male,1326000,Toyota,Rav4,Manual,Black,85600,Hatchback,Pasco,2022,2
2022-02-06,Female,1800000,Dodge,Caravan,Auto,Black,23000,Hardtop,Aurora,2022,2
2022-02-06,Male,730000,Bmw,323i,Manual,Pale white,21000,Hatchback,Scottsdale,2022,2
2022-02-06,Male,880000,Mitsubishi,3000gt,Manual,Pale white,24000,Sedan,Austin,2022,2
2022-02-06,Male,925000,Dodge,Ram wagon,Auto,Black,22000,Passenger,Janesville,2022,2
2022-02-06,Male,480000,Volkswagen,Gti,Manual,Black,25000,Suv,Aurora,2022,2
2022-02-06,Female,1835000,Plymouth,Neon,Manual,Pale white,22500,Suv,Greenville,2022,2
2022-02-06,Male,13500,Jeep,Wrangler,Auto,Pale white,19000,Hatchback,Pasco,2022,2
2022-02-06,Female,13500,Plymouth,Neon,Auto,Pale white,27000,Suv,Janesville,2022,2
2022-02-06,Male,13500,Lexus,Ls400,Auto,Pale white,18000,Sedan,Scottsdale,2022,2
2022-02-06,Female,13500,Plymouth,Voyager,Manual,Black,75000,Passenger,Austin,2022,2
2022-02-06,Male,1635000,Plymouth,Prowler,Manual,Pale white,71500,Hatchback,Middletown,2022,2
2022-02-06,Male,1705000,Saturn,Sc,Manual,Pale white,61500,Hatchback,Aurora,2022,2
2022-02-06,Male,1005000,Mitsubishi,Diamante,Auto,Pale white,21500,Hatchback,Greenville,2022,2
2022-02-06,Male,920000,Lexus,Ls400,Manual,Pale white,25000,Sedan,Aurora,2022,2
2022-02-06,Female,840000,Mercedes-b,Cl500,Manual,Pale white,29000,Suv,Greenville,2022,2
2022-02-06,Male,728000,Lexus,Gs400,Auto,Black,12000,Hatchback,Pasco,2022,2
2022-02-06,Male,980000,Dodge,Caravan,Auto,Black,23000,Hardtop,Greenville,2022,2
2022-02-06,Male,1900000,Mitsubishi,Diamante,Manual,Pale white,19000,Hatchback,Scottsdale,2022,2
2022-02-06,Male,1325000,Pontiac,Bonneville,Auto,Pale white,19500,Hatchback,Austin,2022,2
2022-02-06,Male,1200000,Mitsubishi,Diamante,Auto,Pale white,21000,Hatchback,Middletown,2022,2
2022-02-06,Male,13500,Nissan,Frontier,Manual,Pale white,20000,Hatchback,Aurora,2022,2
2022-02-06,Male,610000,Mitsubishi,Montero sport,Manual,Pale white,29001,Hardtop,Austin,2022,2
2022-02-06,Male,1415000,Audi,A6,Manual,Black,25500,Suv,Janesville,2022,2
2022-02-06,Male,685000,Dodge,Caravan,Auto,Pale white,19000,Hardtop,Scottsdale,2022,2
2022-02-06,Female,637000,Acura,Rl,Auto,Black,24000,Suv,Austin,2022,2
2022-02-06,Female,570000,Dodge,Ram pickup,Manual,Pale white,20000,Hardtop,Aurora,2022,2
2022-02-06,Male,926000,Buick,Regal,Auto,Black,19000,Passenger,Aurora,2022,2
2022-02-06,Male,610000,Oldsmobile,Intrigue,Manual,Pale white,37000,Suv,Greenville,2022,2
2022-02-06,Female,700000,Mercedes-b,Slk,Manual,Pale white,17000,Passenger,Pasco,2022,2
2022-02-06,Male,1525000,Buick,Park avenue,Manual,Black,29500,Hatchback,Janesville,2022,2
2022-02-06,Male,1900000,Lexus,Ls400,Auto,Pale white,46000,Sedan,Scottsdale,2022,2
2022-02-07,Female,960000,Acura,Integra,Auto,Black,45000,Passenger,Scottsdale,2022,2
2022-02-07,Male,720000,Ford,Mustang,Manual,Pale white,25000,Hatchback,Austin,2022,2
2022-02-07,Male,13500,Ford,Ranger,Manual,Black,25000,Hardtop,Janesville,2022,2
2022-02-07,Male,715000,Chevrolet,Cavalier,Manual,Pale white,14000,Suv,Austin,2022,2
2022-02-07,Male,852000,Mercedes-b,Slk,Auto,Pale white,19000,Passenger,Pasco,2022,2
2022-02-07,Male,690000,Chevrolet,Lumina,Manual,Pale white,12000,Passenger,Janesville,2022,2
2022-02-07,Male,1030000,Acura,Rl,Manual,Pale white,17000,Suv,Pasco,2022,2
2022-02-07,Male,3200000,Chrysler,Lhs,Auto,Black,26000,Hatchback,Janesville,2022,2
2022-02-07,Male,13500,Toyota,Sienna,Manual,Black,27000,Passenger,Austin,2022,2
2022-02-07,Male,13500,Jeep,Wrangler,Auto,Pale white,19000,Hatchback,Middletown,2022,2
2022-02-08,Male,785000,Mitsubishi,Montero sport,Manual,Pale white,29000,Suv,Middletown,2022,2
2022-02-08,Male,725000,Mercedes-b,C-class,Auto,Black,14000,Hatchback,Aurora,2022,2
2022-02-08,Male,450000,Cadillac,Eldorado,Auto,Black,60000,Passenger,Greenville,2022,2
2022-02-08,Male,515000,Porsche,Boxter,Manual,Pale white,14000,Suv,Pasco,2022,2
2022-02-08,Male,840500,Dodge,Avenger,Auto,Pale white,22500,Passenger,Middletown,2022,2
2022-02-08,Male,810000,Mitsubishi,Diamante,Manual,Black,22000,Hatchback,Aurora,2022,2
2022-02-08,Male,1600000,Volvo,C70,Manual,Pale white,24000,Hatchback,Greenville,2022,2
2022-02-08,Male,1325000,Honda,Accord,Manual,Black,43500,Sedan,Pasco,2022,2
2022-02-08,Male,13500,Toyota,Camry,Manual,Black,29000,Hatchback,Scottsdale,2022,2
2022-02-08,Male,13500,Pontiac,Grand prix,Auto,Pale white,42000,Passenger,Austin,2022,2
2022-02-08,Male,2120000,Jeep,Grand cherokee,Manual,Black,19000,Suv,Middletown,2022,2
2022-02-08,Male,405000,Toyota,Celica,Manual,Pale white,14000,Suv,Aurora,2022,2
2022-02-08,Female,1450000,Lincoln,Continental,Manual,Black,18000,Passenger,Scottsdale,2022,2
2022-02-08,Male,550000,Nissan,Xterra,Auto,Black,9000,Passenger,Austin,2022,2
2022-02-08,Male,380000,Mercedes-b,Sl-class,Manual,Pale white,26000,Hardtop,Janesville,2022,2
2022-02-08,Male,2830000,Ford,F-series,Manual,Pale white,13000,Passenger,Scottsdale,2022,2
2022-02-08,Male,13500,Porsche,Boxter,Manual,Pale white,24000,Suv,Aurora,2022,2
2022-02-08,Male,454000,Mercedes-b,Slk,Auto,Pale white,46000,Passenger,Greenville,2022,2
2022-02-08,Male,562000,Mercury,Sable,Auto,Pale white,39000,Sedan,Pasco,2022,2
2022-02-08,Male,1000000,Acura,Tl,Auto,Pale white,24000,Hatchback,Janesville,2022,2
2022-02-09,Female,680000,Pontiac,Grand prix,Auto,Pale white,19000,Passenger,Janesville,2022,2
2022-02-09,Male,530000,Mercury,Villager,Auto,Black,28001,Passenger,Scottsdale,2022,2
2022-02-09,Male,895000,Oldsmobile,Silhouette,Auto,Black,60001,Sedan,Austin,2022,2
2022-02-09,Female,600000,Mercury,Cougar,Manual,Pale white,22001,Hatchback,Middletown,2022,2
2022-02-09,Male,805000,Bmw,323i,Auto,Pale white,22001,Hatchback,Aurora,2022,2
2022-02-09,Male,3150000,Plymouth,Neon,Manual,Pale white,22000,Suv,Janesville,2022,2
2022-02-09,Male,1285000,Mitsubishi,Diamante,Auto,Pale white,21500,Hatchback,Scottsdale,2022,2
2022-02-09,Male,685000,Toyota,4runner,Manual,Black,25000,Sedan,Austin,2022,2
2022-02-09,Male,878000,Mercedes-b,S-class,Manual,Black,85000,Suv,Middletown,2022,2
2022-02-09,Male,957000,Mitsubishi,3000gt,Manual,Pale white,21000,Sedan,Aurora,2022,2
2022-02-09,Male,2100000,Acura,Rl,Auto,Black,24000,Suv,Greenville,2022,2
2022-02-09,Male,13500,Audi,A8,Manual,Black,44000,Passenger,Pasco,2022,2
2022-02-09,Male,1435000,Cadillac,Eldorado,Manual,Pale white,31500,Passenger,Janesville,2022,2
2022-02-09,Male,1020000,Mercedes-b,Slk,Auto,Pale white,46000,Passenger,Scottsdale,2022,2
2022-02-09,Male,1041000,Ford,F-series,Manual,Black,22100,Passenger,Austin,2022,2
2022-02-09,Male,2260000,Jeep,Grand cherokee,Manual,Pale white,21000,Suv,Austin,2022,2
2022-02-09,Male,13500,Honda,Accord,Manual,Pale white,14000,Sedan,Middletown,2022,2
2022-02-09,Female,13500,Bmw,328i,Auto,Black,18000,Sedan,Aurora,2022,2
2022-02-09,Male,2060000,Volkswagen,Cabrio,Auto,Black,16000,Sedan,Greenville,2022,2
2022-02-09,Male,1650000,Pontiac,Sunfire,Auto,Black,18000,Sedan,Pasco,2022,2
2022-02-09,Female,985000,Volvo,C70,Manual,Black,36000,Hatchback,Scottsdale,2022,2
2022-02-09,Male,820000,Mercedes-b,S-class,Auto,Pale white,10000,Suv,Austin,2022,2
2022-02-09,Female,591000,Mitsubishi,Montero sport,Auto,Black,45000,Hardtop,Pasco,2022,2
2022-02-09,Male,800000,Oldsmobile,Intrigue,Auto,Pale white,45000,Suv,Aurora,2022,2
2022-02-09,Male,1501000,Dodge,Dakota,Auto,Pale white,21100,Sedan,Greenville,2022,2
2022-02-10,Female,760000,Acura,Tl,Auto,Black,28001,Hatchback,Greenville,2022,2
2022-02-10,Female,1200000,Volkswagen,Gti,Auto,Pale white,25000,Suv,Greenville,2022,2
2022-02-10,Male,565000,Chrysler,300m,Auto,Black,26000,Suv,Middletown,2022,2
2022-02-10,Male,13500,Oldsmobile,Silhouette,Manual,Pale white,15000,Sedan,Janesville,2022,2
2022-02-10,Male,13500,Infiniti,I30,Auto,Black,21000,Hardtop,Greenville,2022,2
2022-02-14,Male,752000,Lexus,Gs400,Auto,Pale white,31001,Hatchback,Pasco,2022,2
2022-02-14,Female,580000,Jeep,Grand cherokee,Manual,Pale white,21001,Suv,Janesville,2022,2
2022-02-14,Female,725000,Mercedes-b,Cl500,Manual,Black,22001,Suv,Scottsdale,2022,2
2022-02-14,Female,758000,Volkswagen,Jetta,Auto,Pale white,38000,Passenger,Austin,2022,2
2022-02-14,Male,440000,Chrysler,300m,Auto,Black,26000,Suv,Janesville,2022,2
2022-02-14,Female,970000,Mercury,Mystique,Auto,Pale white,29000,Passenger,Scottsdale,2022,2
2022-02-14,Male,755000,Lexus,Gs400,Auto,Pale white,31000,Hatchback,Austin,2022,2
2022-02-14,Female,13500,Nissan,Altima,Auto,Pale white,21000,Hatchback,Pasco,2022,2
2022-02-14,Female,862000,Ford,Contour,Auto,Pale white,62000,Sedan,Janesville,2022,2
2022-02-14,Male,1236000,Mitsubishi,Galant,Auto,Pale white,36600,Passenger,Scottsdale,2022,2
2022-02-14,Male,13500,Ford,Crown victoria,Manual,Pale white,20000,Passenger,Austin,2022,2
2022-02-14,Male,1750000,Nissan,Frontier,Manual,Black,53000,Hatchback,Middletown,2022,2
2022-02-14,Male,1005000,Mitsubishi,Eclipse,Auto,Black,27500,Hardtop,Middletown,2022,2
2022-02-14,Male,2010000,Acura,Rl,Manual,Pale white,31000,Suv,Greenville,2022,2
2022-02-14,Male,2250000,Plymouth,Neon,Auto,Pale white,27000,Suv,Aurora,2022,2
2022-02-14,Male,900000,Chevrolet,Monte carlo,Manual,Black,44000,Hatchback,Greenville,2022,2
2022-02-14,Female,800000,Lincoln,Navigator,Auto,Black,19000,Sedan,Pasco,2022,2
2022-02-14,Female,1135000,Mitsubishi,Montero sport,Auto,Pale white,53500,Hatchback,Janesville,2022,2
2022-02-14,Male,1490000,Oldsmobile,Intrigue,Auto,Pale white,45000,Suv,Scottsdale,2022,2
2022-02-14,Male,13500,Pontiac,Bonneville,Auto,Pale white,20000,Hatchback,Austin,2022,2
2022-02-14,Male,1230000,Ford,Windstar,Auto,Pale white,19000,Sedan,Middletown,2022,2
2022-02-14,Male,1650000,Volkswagen,Gti,Auto,Pale white,25000,Suv,Scottsdale,2022,2
2022-02-14,Male,13500,Plymouth,Prowler,Manual,Pale white,16000,Hatchback,Austin,2022,2
2022-02-14,Male,685000,Chrysler,Concorde,Auto,Pale white,42000,Hardtop,Aurora,2022,2
2022-02-14,Male,561000,Mercedes-b,Slk230,Auto,Black,33000,Hatchback,Aurora,2022,2
2022-02-14,Male,13500,Ford,Expedition,Auto,Black,26000,Suv,Greenville,2022,2
2022-02-14,Female,830000,Dodge,Durango,Auto,Black,19000,Suv,Pasco,2022,2
2022-02-14,Male,424000,Cadillac,Eldorado,Manual,Pale white,31000,Passenger,Janesville,2022,2
2022-02-14,Male,1663000,Subaru,Outback,Manual,Pale white,49300,Suv,Janesville,2022,2
2022-02-14,Male,1415000,Subaru,Forester,Manual,Pale white,17500,Hardtop,Austin,2022,2
2022-02-14,Male,13500,Volvo,S80,Manual,Pale white,25000,Sedan,Austin,2022,2
2022-02-14,Male,660000,Oldsmobile,Intrigue,Auto,Pale white,45000,Suv,Janesville,2022,2
2022-02-14,Male,13500,Volkswagen,Gti,Manual,Black,25000,Suv,Scottsdale,2022,2
2022-02-14,Male,13500,Chevrolet,Monte carlo,Manual,Pale white,17000,Hatchback,Austin,2022,2
2022-02-14,Female,663500,Mercedes-b,S-class,Manual,Pale white,21500,Suv,Middletown,2022,2
2022-02-15,Female,985000,Ford,Expedition,Auto,Black,26001,Suv,Middletown,2022,2
2022-02-15,Male,700000,Subaru,Forester,Auto,Black,22001,Suv,Aurora,2022,2
2022-02-15,Female,509500,Saab,3-sep,Auto,Black,23501,Sedan,Greenville,2022,2
2022-02-15,Male,830000,Saturn,Sc,Manual,Pale white,61000,Suv,Pasco,2022,2
2022-02-15,Male,462500,Saturn,Lw,Manual,Pale white,13500,Hatchback,Janesville,2022,2
2022-02-15,Male,670000,Dodge,Durango,Auto,Black,24000,Suv,Scottsdale,2022,2
2022-02-15,Male,675000,Mitsubishi,3000gt,Manual,Pale white,24000,Sedan,Austin,2022,2
2022-02-15,Male,1042000,Chevrolet,Monte carlo,Auto,Pale white,21200,Hatchback,Middletown,2022,2
2022-02-15,Male,1560000,Mercury,Mountaineer,Auto,Pale white,21000,Hardtop,Greenville,2022,2
2022-02-15,Male,830000,Saturn,Sc,Auto,Black,33000,Hardtop,Austin,2022,2
2022-02-15,Female,1480000,Mercedes-b,S-class,Manual,Pale white,21000,Suv,Scottsdale,2022,2
2022-02-15,Male,1682000,Bmw,323i,Auto,Black,9200,Hatchback,Austin,2022,2
2022-02-15,Male,13500,Mercury,Grand marquis,Manual,Pale white,16000,Suv,Middletown,2022,2
2022-02-15,Male,13500,Bmw,528i,Manual,Pale white,29000,Suv,Aurora,2022,2
2022-02-15,Male,13500,Mitsubishi,Galant,Auto,Pale white,36000,Passenger,Greenville,2022,2
2022-02-15,Male,13500,Bmw,528i,Auto,Pale white,62000,Suv,Pasco,2022,2
2022-02-15,Male,1050000,Jeep,Cherokee,Auto,Pale white,14000,Sedan,Aurora,2022,2
2022-02-15,Female,13500,Volkswagen,Passat,Manual,Pale white,12000,Hatchback,Greenville,2022,2
2022-02-15,Male,1005000,Porsche,Carrera coupe,Manual,Pale white,26500,Hatchback,Pasco,2022,2
2022-02-15,Male,1316500,Chrysler,300m,Auto,Pale white,22650,Suv,Janesville,2022,2
2022-02-15,Female,1045000,Dodge,Ram pickup,Auto,Pale white,57500,Hatchback,Austin,2022,2
2022-02-15,Male,1495000,Mercedes-b,C-class,Auto,Pale white,15500,Hatchback,Austin,2022,2
2022-02-15,Male,1126000,Mercury,Sable,Auto,Pale white,39600,Sedan,Janesville,2022,2
2022-02-15,Female,1320000,Oldsmobile,Silhouette,Manual,Pale white,25000,Sedan,Scottsdale,2022,2
2022-02-15,Male,1750000,Toyota,Celica,Manual,Pale white,14000,Suv,Scottsdale,2022,2
2022-02-15,Female,995000,Acura,Tl,Auto,Pale white,24000,Hatchback,Austin,2022,2
2022-02-15,Male,1320000,Mitsubishi,Diamante,Manual,Pale white,12000,Hatchback,Middletown,2022,2
2022-02-15,Male,350000,Toyota,Corolla,Manual,Pale white,14000,Passenger,Aurora,2022,2
2022-02-15,Male,1250000,Volvo,S40,Auto,Pale white,42000,Sedan,Greenville,2022,2
2022-02-15,Male,1275000,Audi,A4,Manual,Pale white,12500,Hardtop,Janesville,2022,2
2022-02-15,Male,975000,Buick,Park avenue,Auto,Black,61000,Hatchback,Janesville,2022,2
2022-02-15,Male,13500,Chrysler,Concorde,Auto,Pale white,46000,Hardtop,Austin,2022,2
2022-02-15,Male,1631000,Cadillac,Catera,Auto,Pale white,28100,Hatchback,Aurora,2022,2
2022-02-15,Female,1260000,Infiniti,I30,Manual,Pale white,22000,Hardtop,Austin,2022,2
2022-02-15,Male,2450000,Mercury,Grand marquis,Manual,Black,49000,Suv,Pasco,2022,2
2022-02-15,Male,399000,Bmw,528i,Manual,Pale white,14000,Suv,Janesville,2022,2
2022-02-15,Male,1240000,Volvo,S80,Manual,Pale white,21000,Sedan,Scottsdale,2022,2
2022-02-15,Female,727500,Bmw,323i,Auto,Black,9500,Hatchback,Austin,2022,2
2022-02-15,Male,13500,Plymouth,Voyager,Manual,Pale white,20000,Passenger,Middletown,2022,2
2022-02-15,Female,965000,Volvo,V70,Auto,Black,39000,Passenger,Aurora,2022,2
2022-02-16,Male,910000,Dodge,Durango,Manual,Black,22000,Suv,Aurora,2022,2
2022-02-16,Male,773000,Lexus,Gs400,Auto,Pale white,31000,Hatchback,Greenville,2022,2
2022-02-16,Female,715000,Bmw,528i,Manual,Pale white,29000,Suv,Pasco,2022,2
2022-02-16,Male,13500,Oldsmobile,Cutlass,Auto,Pale white,15000,Sedan,Janesville,2022,2
2022-02-16,Male,13500,Plymouth,Voyager,Manual,Pale white,20000,Passenger,Scottsdale,2022,2
2022-02-16,Male,915000,Pontiac,Grand prix,Auto,Pale white,19000,Passenger,Austin,2022,2
2022-02-16,Male,822000,Porsche,Carrera coupe,Auto,Pale white,22000,Hatchback,Austin,2022,2
2022-02-16,Male,770000,Lexus,Gs400,Auto,Black,12000,Hatchback,Middletown,2022,2
2022-02-16,Female,13500,Toyota,Corolla,Manual,Pale white,14000,Passenger,Aurora,2022,2
2022-02-16,Female,494000,Saturn,Sw,Auto,Pale white,25000,Passenger,Austin,2022,2
